25.42	25.42	25.42	25.42
27.37	27.86	25.90	25.42
28.35	27.37	25.90	25.42
28.35	27.86	26.39	25.42
28.35	27.86	25.90	25.90
27.37	27.86	26.88	25.90
27.86	27.86	28.35	26.39
30.30	28.35	27.86	26.88
27.86	28.35	23.95	27.37
27.37	28.84	28.35	26.88
28.84	28.84	24.44	26.88
29.33	28.84	30.79	27.37
29.33	29.33	27.37	27.37
29.81	29.33	27.86	27.86
29.33	29.33	24.44	26.39
27.37	29.33	25.42	28.35
26.88	29.81	29.33	27.86
39.10	29.81	28.84	28.35
26.88	28.84	29.33	24.93
30.79	28.35	29.81	27.37
30.30	29.81	28.84	24.44
30.79	30.79	28.84	29.33
30.79	30.30	29.33	28.35
31.28	31.28	29.33	26.39
31.28	27.86	29.33	28.84
31.28	30.79	29.33	33.24
31.28	31.28	28.84	32.26
31.28	30.79	30.30	25.90
31.28	31.28	31.28	28.84
31.77	31.77	33.72	29.33
33.24	31.28	29.81	28.84
35.19	31.28	29.81	28.84
32.75	31.28	29.81	26.88
31.77	30.30	30.30	24.44
32.26	32.26	28.84	25.42
32.26	30.30	26.88	31.28
32.26	31.77	30.30	30.79
32.75	29.81	30.79	26.39
32.26	32.26	30.30	29.33
33.24	33.24	29.81	29.81
34.21	32.26	29.81	29.81
32.26	32.75	30.30	29.33
32.75	32.26	30.30	29.81
33.24	33.24	30.79	29.81
32.75	29.81	30.30	29.81
32.75	33.72	30.79	29.81
33.72	32.26	29.33	29.81
33.24	43.01	30.30	29.81
33.72	29.81	31.28	30.30
34.21	33.72	31.28	29.81
32.75	33.24	29.33	30.30
31.28	32.75	31.28	30.30
33.72	32.26	30.79	30.30
33.72	33.24	31.28	30.30
34.21	32.75	30.30	29.81
35.19	30.30	31.28	30.30
35.68	30.30	29.33	30.30
32.26	33.72	31.28	29.81
34.21	33.72	30.30	27.86
34.21	33.72	30.79	31.28
34.21	33.72	27.86	30.30
34.21	33.72	32.26	31.28
34.21	34.21	32.26	30.30
34.21	33.72	31.28	30.79
34.70	33.72	32.26	30.30
34.70	34.21	31.28	30.30
34.70	33.72	32.26	30.79
34.21	34.21	31.77	30.79
35.68	33.72	31.28	30.30
34.70	33.72	31.28	30.79
35.19	34.21	31.77	30.79
34.70	34.21	32.75	30.79
35.19	33.24	32.26	30.79
35.19	32.26	32.26	30.79
32.26	34.21	31.77	28.84
34.70	32.26	31.77	34.21
30.79	34.70	31.77	30.79
32.26	42.52	31.28	30.79
37.15	32.75	31.77	27.86
35.68	34.21	31.77	28.35
35.19	32.75	31.28	30.79
36.17	29.33	31.28	31.28
35.68	34.70	31.28	36.17
36.17	35.68	31.28	36.17
35.68	35.19	29.81	30.79
39.59	35.19	31.28	30.79
35.19	32.26	32.26	31.28
35.68	37.15	31.28	30.79
36.17	33.72	32.26	30.79
36.17	40.08	31.77	30.79
33.24	34.70	33.24	31.28
36.17	35.19	29.33	30.79
36.17	33.72	38.61	30.79
36.17	35.68	32.26	30.79
36.66	34.21	32.26	30.30
36.17	35.68	32.26	28.35
36.17	37.15	32.26	31.77
36.17	35.19	32.75	31.28
34.70	36.66	32.26	31.28
36.66	35.19	32.75	31.28
36.17	36.66	30.79	32.26
37.15	35.68	31.77	31.77
36.66	36.66	32.75	28.84
37.15	35.19	32.26	27.86
37.15	34.70	32.75	35.68
37.63	35.68	32.26	35.68
37.63	35.68	32.75	31.28
37.15	36.66	32.75	36.17
34.70	36.17	32.75	29.81
42.52	33.72	32.26	31.28
37.15	34.70	32.75	31.77
37.15	33.24	31.77	31.28
37.15	41.06	32.75	29.81
37.63	36.17	32.75	31.28
37.63	34.21	32.26	31.28
37.63	36.66	33.24	31.28
37.63	33.72	30.30	31.77
37.63	36.17	32.26	31.28
37.63	36.17	32.75	31.77
37.63	36.17	32.26	31.28
39.10	36.66	32.75	31.28
35.68	36.66	32.75	31.77
37.63	37.15	32.75	31.28
37.63	36.66	32.75	28.84
38.12	36.66	32.75	29.33
38.12	37.63	32.75	32.75
38.12	33.72	31.77	31.77
38.12	36.66	32.75	31.28
39.10	34.70	32.75	31.28
36.66	36.66	31.77	31.28
38.61	33.72	32.75	31.28
38.12	36.17	32.26	31.77
38.61	35.68	36.66	31.77
38.61	36.66	33.24	31.77
38.61	36.66	31.28	31.28
37.15	36.66	31.77	31.77
38.61	36.17	33.24	31.77
38.61	36.66	32.75	31.77
38.61	36.66	33.24	32.75
38.61	37.15	33.24	31.77
39.10	33.72	33.24	31.77
39.10	36.66	32.75	31.77
40.08	35.68	33.24	31.77
39.59	33.72	33.24	31.77
39.10	35.68	33.72	31.77
39.59	37.15	33.72	31.28
43.50	37.63	32.75	31.77
38.61	36.17	33.24	31.77
40.57	35.68	34.21	31.77
40.08	37.63	32.75	31.77
39.10	36.17	33.24	32.26
39.10	37.15	33.72	31.77
39.59	37.15	33.72	32.26
39.10	37.15	33.24	31.77
39.59	37.15	33.72	31.77
39.10	37.15	33.24	32.26
39.59	37.63	33.72	32.26
39.10	37.63	33.72	31.77
39.59	37.63	33.72	32.26
40.08	37.63	33.72	32.75
40.08	37.63	32.75	31.77
40.08	37.15	33.24	31.77
40.08	37.63	33.72	31.77
40.08	37.63	33.24	31.77
40.08	37.63	30.79	31.77
39.59	37.63	31.28	31.77
39.10	37.63	33.24	31.77
40.57	37.63	31.77	32.26
40.08	37.63	33.24	31.77
40.08	37.63	34.70	31.77
40.08	37.63	33.24	31.77
40.08	38.12	34.70	32.26
40.08	37.63	33.72	28.35
41.06	37.63	34.70	32.26
39.10	37.15	33.72	32.26
36.66	38.12	34.70	31.77
40.57	38.12	33.72	31.77
40.08	38.12	30.79	32.26
40.57	38.61	33.72	32.26
40.57	38.12	33.72	31.77
40.08	37.63	33.72	32.26
39.10	38.12	34.21	32.26
39.10	38.12	33.72	32.26
40.57	38.12	34.21	32.26
40.57	38.61	33.72	32.26
40.57	38.12	33.24	32.26
41.06	38.12	32.26	32.26
41.06	38.61	39.10	32.26
40.57	39.10	33.72	32.26
40.57	39.10	32.75	32.26
40.57	38.61	33.72	32.26
41.06	38.61	34.70	32.75
41.06	37.63	32.75	32.26
42.03	37.63	33.72	31.28
41.54	38.12	33.24	32.26
42.03	39.59	34.21	31.77
41.06	38.61	32.75	31.77
41.06	38.61	35.19	32.26
38.61	39.10	33.24	32.26
41.54	38.61	34.70	32.75
41.54	37.63	33.72	33.24
41.54	39.10	30.79	32.26
41.54	38.61	30.79	37.63
41.54	37.63	34.21	32.26
41.54	38.61	34.70	30.30
41.54	38.61	30.79	31.28
41.54	39.10	33.24	32.26
42.03	39.59	34.21	32.26
41.54	38.61	33.72	32.26
42.03	38.61	33.72	32.75
42.03	36.66	33.72	32.75
41.54	36.17	34.21	32.75
42.03	36.66	33.72	32.26
41.54	38.61	34.21	32.26
42.03	39.10	34.21	32.26
41.54	38.61	34.21	32.26
42.03	38.12	33.72	32.26
41.06	40.08	33.72	32.26
40.08	38.61	34.70	32.75
39.10	39.59	34.70	32.75
42.52	38.61	34.21	32.75
42.03	41.06	33.72	32.75
42.52	38.61	34.70	32.75
41.54	39.59	35.19	32.26
41.06	40.57	35.19	32.75
42.03	39.59	34.70	32.26
43.50	39.59	34.21	32.75
44.48	39.10	34.21	32.75
43.50	39.59	33.72	32.75
43.01	39.59	34.70	32.75
42.52	39.10	34.21	32.26
42.52	39.10	34.21	32.26
41.06	39.10	33.24	33.24
43.01	39.59	34.21	33.72
46.92	39.59	33.24	33.24
40.08	39.59	34.21	30.30
42.52	39.59	34.21	40.57
42.52	39.59	33.72	32.75
42.52	39.59	34.21	34.70
42.52	39.59	34.70	32.75
43.01	39.10	31.77	32.75
43.99	39.59	34.21	32.75
43.01	39.59	33.72	32.75
43.01	39.59	34.70	32.75
41.54	39.59	33.72	32.75
43.01	40.08	34.70	32.75
43.01	39.59	34.21	32.26
43.50	39.59	32.75	33.24
43.99	39.59	35.68	32.75
42.52	39.59	34.70	32.75
43.50	39.59	34.21	32.26
43.50	44.48	34.70	33.24
42.03	37.63	34.21	33.24
43.50	36.17	34.70	32.75
43.50	39.59	34.70	32.75
43.50	39.59	34.70	33.24
43.01	40.08	34.21	33.24
43.99	38.12	34.70	32.75
46.43	39.59	33.72	32.75
47.41	39.10	34.70	32.75
43.99	39.59	30.79	33.24
43.50	39.59	32.75	34.21
43.99	39.10	36.17	31.28
41.54	40.08	35.19	32.75
43.50	40.08	34.21	32.26
43.50	39.59	34.70	32.75
42.52	40.57	34.70	32.75
43.01	40.57	34.70	31.77
50.34	39.59	35.19	34.21
51.32	39.10	35.19	30.30
39.59	39.59	34.70	33.24
43.50	42.52	35.19	33.24
43.50	40.57	34.70	32.75
43.50	40.08	34.70	31.28
43.99	38.61	34.21	32.26
43.99	40.08	34.21	31.77
43.99	40.08	35.68	29.81
43.99	40.08	32.26	38.61
43.99	40.57	34.70	32.75
43.50	40.08	34.70	31.28
43.99	40.57	34.70	32.75
43.99	41.54	34.70	31.77
41.54	41.06	35.68	31.77
42.52	40.57	34.70	32.75
43.99	40.57	35.68	32.75
43.99	40.57	34.70	32.75
