77.22	77.22
77.22	75.76
75.76	75.76
76.25	76.25
75.76	75.27
75.76	75.76
75.27	74.78
75.76	75.27
75.27	74.29
75.76	75.27
74.78	74.29
75.27	74.29
74.78	73.31
75.27	73.80
74.29	72.83
74.78	73.31
74.29	73.31
74.78	72.34
74.29	71.85
74.29	72.34
74.78	71.36
73.80	71.85
73.31	71.36
73.80	71.36
73.31	70.38
73.80	70.87
72.83	69.89
73.31	70.38
72.83	69.40
73.31	69.89
72.83	69.40
72.83	69.89
72.34	69.89
71.36	69.40
72.34	68.91
71.85	68.91
71.85	68.43
71.85	68.43
71.85	67.94
71.36	68.43
71.36	67.45
70.38	67.94
71.85	67.94
70.38	66.96
71.36	66.47
70.38	67.45
68.91	66.96
70.38	66.96
70.87	66.47
69.89	67.45
69.89	65.98
70.38	66.47
70.38	65.98
70.38	65.98
70.38	65.49
70.38	65.98
70.38	65.49
70.38	65.49
70.38	65.49
69.89	65.49
69.89	65.49
69.89	65.00
69.89	65.00
68.91	64.52
69.89	65.00
69.89	64.52
69.40	65.49
69.40	64.03
69.40	64.52
69.40	64.03
69.40	65.00
69.89	64.03
68.91	64.03
69.40	63.54
69.40	64.03
69.40	63.54
68.91	63.54
70.87	63.05
69.40	63.54
69.40	62.56
68.91	63.05
68.91	62.56
69.40	63.05
68.91	61.58
68.91	62.56
68.43	61.58
68.91	61.09
68.43	61.58
68.43	63.05
69.89	62.07
67.94	62.56
68.43	62.07
68.91	62.56
67.94	62.07
68.43	62.07
68.43	61.58
68.91	61.58
68.43	61.09
68.43	62.07
67.94	60.61
69.89	62.56
67.94	60.61
69.40	61.58
67.94	61.09
68.91	61.09
67.94	60.61
68.91	61.09
68.43	60.61
68.43	61.09
67.94	60.61
68.91	61.09
67.94	60.61
68.43	60.61
67.45	60.61
67.94	60.61
67.94	60.12
68.43	60.61
67.94	60.12
68.43	60.12
67.94	59.63
67.94	60.12
67.94	59.14
67.94	59.63
67.94	59.63
67.94	60.12
67.45	59.14
67.94	60.12
67.45	59.63
68.43	60.12
66.47	59.63
66.47	59.63
67.45	59.14
67.45	59.63
67.45	59.14
66.96	59.63
