29.81	29.81
29.81	29.81
29.81	29.81
29.81	29.81
29.81	29.81
29.81	29.81
30.30	30.30
30.30	30.30
30.79	30.79
30.79	30.79
30.79	30.79
32.26	32.26
30.30	30.30
31.28	31.28
34.21	34.21
32.26	32.26
32.26	32.26
32.26	32.26
32.75	32.75
33.24	33.24
33.24	33.24
33.24	33.24
33.24	33.24
33.72	33.72
33.72	33.72
33.72	33.72
33.72	33.72
34.21	34.21
34.21	34.21
34.70	34.70
34.70	34.70
34.70	34.70
34.70	34.70
34.70	34.70
34.70	34.70
35.19	35.19
35.19	35.19
35.68	35.68
35.68	35.68
35.68	35.68
34.70	34.70
36.17	36.17
36.17	36.17
36.66	36.66
36.17	36.17
35.19	35.19
35.68	35.68
36.66	36.66
37.63	37.63
37.15	37.15
37.15	37.15
36.66	36.66
36.66	36.66
37.15	37.15
37.63	37.63
37.63	37.63
37.63	37.63
37.63	37.63
38.12	38.12
38.12	38.12
38.12	38.12
38.12	38.12
38.61	38.61
38.61	38.61
38.61	38.61
38.12	38.12
38.61	38.61
38.12	38.12
38.61	38.61
38.61	38.61
39.10	39.10
39.10	39.10
38.61	38.61
38.61	38.61
38.12	38.12
39.10	39.10
39.10	39.10
39.10	39.10
39.59	39.59
39.59	39.59
39.59	39.59
39.59	39.59
39.59	39.59
39.59	39.59
41.06	41.06
40.08	40.08
39.59	39.59
40.08	40.08
40.57	40.57
40.08	40.08
40.08	40.08
40.08	40.08
40.57	40.57
40.57	40.57
40.57	40.57
41.06	41.06
40.57	40.57
41.06	41.06
41.06	41.06
41.06	41.06
41.06	41.06
41.06	41.06
41.06	41.06
41.06	41.06
41.54	41.54
41.54	41.54
41.54	41.54
41.54	41.54
41.54	41.54
41.54	41.54
41.54	41.54
41.54	41.54
41.54	41.54
47.41	47.41
41.54	41.54
42.03	42.03
42.03	42.03
41.54	41.54
42.03	42.03
41.54	41.54
42.03	42.03
42.03	42.03
42.52	42.52
42.52	42.52
42.52	42.52
42.52	42.52
42.52	42.52
42.52	42.52
42.52	42.52
42.52	42.52
42.52	42.52
43.01	43.01
43.01	43.01
42.52	42.52
43.01	43.01
43.01	43.01
43.01	43.01
43.01	43.01
43.50	43.50
43.01	43.01
43.01	43.01
43.50	43.50
43.01	43.01
43.50	43.50
43.50	43.50
43.01	43.01
43.99	43.99
43.50	43.50
43.99	43.99
44.48	44.48
43.50	43.50
43.99	43.99
44.48	44.48
43.50	43.50
43.99	43.99
43.99	43.99
43.99	43.99
43.99	43.99
43.50	43.50
43.99	43.99
43.99	43.99
43.99	43.99
43.99	43.99
44.48	44.48
43.99	43.99
44.97	44.97
44.48	44.48
44.48	44.48
44.48	44.48
44.48	44.48
44.48	44.48
44.97	44.97
44.97	44.97
44.97	44.97
44.97	44.97
44.97	44.97
44.97	44.97
44.97	44.97
44.97	44.97
44.97	44.97
44.97	44.97
44.97	44.97
44.97	44.97
44.97	44.97
45.45	45.45
45.45	45.45
45.45	45.45
44.97	44.97
45.45	45.45
45.45	45.45
45.45	45.45
45.45	45.45
45.45	45.45
45.94	45.94
45.45	45.45
45.94	45.94
45.94	45.94
45.94	45.94
45.94	45.94
45.45	45.45
45.45	45.45
45.94	45.94
45.45	45.45
46.43	46.43
45.45	45.45
46.43	46.43
46.43	46.43
45.45	45.45
45.94	45.94
44.97	44.97
45.94	45.94
46.43	46.43
44.97	44.97
46.43	46.43
46.43	46.43
46.43	46.43
46.43	46.43
46.43	46.43
46.43	46.43
46.92	46.92
46.92	46.92
46.92	46.92
46.92	46.92
46.92	46.92
46.43	46.43
46.43	46.43
46.92	46.92
46.92	46.92
47.41	47.41
46.92	46.92
46.92	46.92
46.92	46.92
46.92	46.92
47.90	47.90
46.92	46.92
46.92	46.92
47.41	47.41
46.43	46.43
46.92	46.92
47.41	47.41
47.41	47.41
47.41	47.41
47.41	47.41
47.41	47.41
47.41	47.41
47.41	47.41
47.41	47.41
47.90	47.90
46.92	46.92
47.90	47.90
47.41	47.41
47.41	47.41
46.92	46.92
46.92	46.92
47.90	47.90
47.90	47.90
47.41	47.41
47.90	47.90
47.41	47.41
47.90	47.90
47.90	47.90
47.90	47.90
47.90	47.90
48.39	48.39
47.90	47.90
48.39	48.39
47.90	47.90
47.90	47.90
47.90	47.90
47.90	47.90
48.39	48.39
47.90	47.90
48.39	48.39
47.90	47.90
48.39	48.39
48.39	48.39
48.39	48.39
48.39	48.39
48.39	48.39
48.39	48.39
48.39	48.39
48.39	48.39
48.88	48.88
48.88	48.88
49.36	49.36
48.88	48.88
48.88	48.88
48.88	48.88
48.88	48.88
48.88	48.88
48.88	48.88
48.88	48.88
48.88	48.88
49.85	49.85
48.88	48.88
49.36	49.36
49.36	49.36
48.88	48.88
49.36	49.36
48.88	48.88
49.36	49.36
49.36	49.36
48.88	48.88
49.36	49.36
49.36	49.36
49.36	49.36
49.36	49.36
49.36	49.36
49.36	49.36
49.36	49.36
49.36	49.36
49.36	49.36
49.36	49.36
48.88	48.88
49.85	49.85
49.36	49.36
49.85	49.85
49.85	49.85
49.85	49.85
49.85	49.85
49.85	49.85
49.85	49.85
49.85	49.85
49.85	49.85
49.85	49.85
49.85	49.85
49.36	49.36
49.85	49.85
49.85	49.85
50.34	50.34
50.34	50.34
49.36	49.36
49.85	49.85
49.85	49.85
50.34	50.34
50.34	50.34
50.34	50.34
50.34	50.34
50.34	50.34
50.34	50.34
50.34	50.34
50.34	50.34
50.34	50.34
50.34	50.34
50.34	50.34
50.34	50.34
50.83	50.83
49.85	49.85
50.34	50.34
50.34	50.34
50.83	50.83
50.83	50.83
50.83	50.83
50.34	50.34
50.83	50.83
50.83	50.83
50.83	50.83
50.83	50.83
50.83	50.83
50.83	50.83
50.83	50.83
50.83	50.83
50.83	50.83
50.83	50.83
50.83	50.83
50.83	50.83
50.83	50.83
51.32	51.32
50.83	50.83
51.32	51.32
51.32	51.32
50.83	50.83
50.83	50.83
51.32	51.32
51.32	51.32
51.32	51.32
51.32	51.32
51.32	51.32
51.32	51.32
51.32	51.32
51.32	51.32
51.32	51.32
51.32	51.32
51.81	51.81
51.32	51.32
51.32	51.32
51.81	51.81
51.32	51.32
51.81	51.81
51.32	51.32
51.81	51.81
50.83	50.83
51.32	51.32
51.32	51.32
51.32	51.32
51.81	51.81
50.83	50.83
48.88	48.88
51.81	51.81
51.81	51.81
51.81	51.81
51.81	51.81
52.30	52.30
51.81	51.81
51.81	51.81
51.81	51.81
51.81	51.81
51.81	51.81
51.81	51.81
51.81	51.81
51.81	51.81
51.81	51.81
51.81	51.81
52.30	52.30
51.81	51.81
52.30	52.30
52.30	52.30
52.30	52.30
52.30	52.30
51.32	51.32
52.30	52.30
51.81	51.81
52.30	52.30
51.81	51.81
52.30	52.30
51.81	51.81
52.30	52.30
52.30	52.30
52.30	52.30
52.30	52.30
52.30	52.30
52.30	52.30
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
53.27	53.27
52.79	52.79
53.27	53.27
53.27	53.27
53.27	53.27
53.27	53.27
52.79	52.79
52.79	52.79
52.79	52.79
53.27	53.27
53.27	53.27
52.79	52.79
52.79	52.79
52.79	52.79
52.79	52.79
53.27	53.27
52.79	52.79
52.79	52.79
53.27	53.27
52.79	52.79
